Id,Name,Surname,City,OfficialEmail,Birthday,SSN
901476,Dario,Piccio,Valvasone,s901476@students.politu.it,11/22/1995,PW50129492
901477,Irma,Buccho,Pompiano,s901477@students.politu.it,11/22/1997,RT50421056
901478,Maria Luisa,Zetticci,Seravezza,s901478@students.politu.it,11/22/1998,CI5925032
901479,Pierina,Milani,Pretola,s901479@students.politu.it,11/22/1999,CN13172286
901480,Eberardo,Piccio,Gaudiano,s901480@students.politu.it,11/23/1991,VX76003893
901481,Maria Pia,Trevisani,Castel Condino,s901481@students.politu.it,11/23/1995,BU87584920
901482,Beniamino,Lucchese,Orio Al Serio,s901482@students.politu.it,11/23/1995,WF6039624
901483,Cosma,Zito,Villa Agnedo,s901483@students.politu.it,11/23/2000,KC97267339
901484,Innocenzo,Castiglione,Piano Regolatore,s901484@students.politu.it,11/24/1991,VZ99123094
901485,Enrico,Palerma,Marene,s901485@students.politu.it,11/24/1992,PV82367738
901486,Emiliano,Udinesi,Allegrezze,s901486@students.politu.it,11/24/1994,DX21088085
901487,Geronima,De Luca,Numana,s901487@students.politu.it,11/24/1996,KI45340241
901488,Lidia,Costa,Casavecchia,s901488@students.politu.it,11/24/1996,QG5797324
901489,Elio,Sal,San Leonardo Di Cutro,s901489@students.politu.it,11/24/1997,PO55317128
901490,Baldo,Lorenzo,Rontagnano,s901490@students.politu.it,11/24/1997,MV95056405
901491,Adone,Napolitano,Pei,s901491@students.politu.it,11/25/1993,WY21691168
901492,Urania,Pirozzi,Roncole Verdi,s901492@students.politu.it,11/25/1993,GT6086051
901493,Aimone,Milanesi,Panzano,s901493@students.politu.it,11/25/1993,JI74756052
901494,Savino,Cremonesi,San Marco Dei Cavoti,s901494@students.politu.it,11/25/1994,BD91595087
901495,Virginia,Piccio,Bolgare,s901495@students.politu.it,11/25/1996,GE22388550
901496,Donata,Bergamaschi,Melicucca,s901496@students.politu.it,11/25/2000,IL28791296
901497,Natalina,Fiorentini,Montello,s901497@students.politu.it,11/25/2000,RD73843235
901498,Mareta,Siciliano,Sottomarina,s901498@students.politu.it,11/26/1992,OX76047569
901499,Ireneo,Fiorentini,Crespiatica,s901499@students.politu.it,11/26/1995,XA46538384
901500,Giuliano,Siciliani,Gallese Scalo Teverina,s901500@students.politu.it,11/26/1995,DS17682629
901501,Lara ,Onio,Mesoraca,s901501@students.politu.it,11/26/1998,HU23684223
901502,Enza,Zito,Villa Vomano,s901502@students.politu.it,11/26/1999,VJ61366967
901503,Athos,Toscano,Asinara Lazzaretto,s901503@students.politu.it,11/26/2000,YY36760827
901504,Ivana,Ricci,Segezia,s901504@students.politu.it,11/26/2000,EN9365067
901505,Brigida,Onio,Varano Die Marchesi,s901505@students.politu.it,11/27/1996,QK85485919
901506,Quarto,Udinese,Val Di Vizze,s901506@students.politu.it,11/27/1996,RL15020808
901507,Clizia,Milano,Ortolano,s901507@students.politu.it,11/27/1997,GR82388261
901508,Gino,Costa,San Colombano,s901508@students.politu.it,11/27/1998,FL90917065
901509,Penelope,Sabbatini,Querce,s901509@students.politu.it,11/27/1999,HT86412596
901510,Giorgia,Romano,Paciug,s901510@students.politu.it,11/27/2000,EU92870112
901511,Maria Luisa,Li Fonti,Santo Spirito,s901511@students.politu.it,11/27/2000,TL49548633
901512,Tabita ,Lucciano,Scoglitti,s901512@students.politu.it,11/28/1993,YR51962460
901513,Fortunata,Endrizzi,Simala,s901513@students.politu.it,11/28/1995,IG15537001
901514,Wilma,Pirozzi,Bistrigna,s901514@students.politu.it,11/28/1999,LF47653322
901515,Chiaffredo,Lo Duca,Urgnano,s901515@students.politu.it,11/28/1999,IF62211965
901516,Rodolfo,Padovano,Capoferro,s901516@students.politu.it,11/28/1999,TY7097208
901517,Vera,Ferrari,Casteltermini Zolfare,s901517@students.politu.it,11/28/2000,OS53105699
901518,Quirino,Pagnotto,Castelluccio Valmaggiore,s901518@students.politu.it,11/29/1991,KG68405196
901519,Delma,Ferri,Ponte Organasco,s901519@students.politu.it,11/29/1991,EJ18151580
901520,Rosario,Udinesi,Calcinelli,s901520@students.politu.it,11/29/1991,WG61734845
901521,Ildebrando,Davide,Sacconago,s901521@students.politu.it,11/29/1994,YF2702852
901522,Saverio,Marchesi,La Spezia,s901522@students.politu.it,11/29/1999,JW12554314
901523,Gastone,Calabrese,Erchie,s901523@students.politu.it,11/29/1999,BU45523252
901524,Anna,Pisani,Sailetto,s901524@students.politu.it,11/29/2000,AR57898333
901525,Italia,Mazzi,Santa Vittoria Di Libiola,s901525@students.politu.it,11/29/2000,FO69369533
901526,Dora,Buccho,Stazzu Mesu,s901526@students.politu.it,11/29/2000,JK81458921
901527,Macario,Dellucci,Fraore,s901527@students.politu.it,11/30/1992,IH3767644
901528,Adele,Trevisan,Gairo,s901528@students.politu.it,11/30/1992,IG4235097
901529,Nazzareno,Loggia,Perledo,s901529@students.politu.it,11/30/1994,XZ42218671
901530,Settimio,Li Fonti,Toano,s901530@students.politu.it,11/30/1995,ID63341127
901531,Arabella,Calabresi,Salvaterra,s901531@students.politu.it,11/30/1997,ZU92382718
901532,Ireneo,Marchesi,Scoffera,s901532@students.politu.it,11/30/1999,VU47523657
901533,Ettore,Monaldo,Villanova San Pancrazio,s901533@students.politu.it,11/30/1999,YS18576072
901534,Mareta,Arcuri,Marina Di Ragusa,s901534@students.politu.it,11/30/1999,AJ45189172
901535,Vincenzo,Mazzanti,Denice,s901535@students.politu.it,11/30/2000,KY94046671
901536,Aiace,Calabrese,Oberin,s901536@students.politu.it,11/30/2000,AI14381864
901537,Diego,Padovano,Belforte,s901537@students.politu.it,12/13/1992,WB29771284
901538,Ortensia,Padovano,Monfumo,s901538@students.politu.it,12/13/1993,YH85685175
901539,Indro,Giordano,Antagnod,s901539@students.politu.it,12/13/1995,DW21572357
901540,Cipriano,Iadanza,San Martino,s901540@students.politu.it,12/13/1995,WL54756393
901541,Cupido,Onio,Gorizia,s901541@students.politu.it,12/13/1998,CS85616100
901542,Stefano,Beneventi,Isola Palmaria,s901542@students.politu.it,12/14/1992,BJ29257853
901543,Cirillo,Padovano,Trapani,s901543@students.politu.it,12/14/1993,VG5158964
901544,Piero,Zito,Tortona,s901544@students.politu.it,12/14/1994,BI77755020
901545,Battista,Udinese,Bosco Sant'Ippolito,s901545@students.politu.it,12/14/1995,WK94204820
901546,Geraldino,DeRose,Steinmannwald,s901546@students.politu.it,12/14/1995,FX52172522
901547,Piero,Trentino,Monastir,s901547@students.politu.it,12/14/1996,NU87691676
901548,Gianni,Panicucci,Regalbuto,s901548@students.politu.it,12/14/1998,OS13159080
901549,Alfonsa,Marchesi,Mazzarrone,s901549@students.politu.it,12/15/1991,QX95229976
901550,Ildebrando,Udinese,Gardone Riviera,s901550@students.politu.it,12/15/1991,GZ5537407
901551,Tamara,Lo Duca,Le Ferriere,s901551@students.politu.it,12/15/1992,QF84254172
901552,Vinicio,Cattaneo,Villa Serraglio,s901552@students.politu.it,12/15/1993,TZ17679629
901553,Italo,Zito,Capoterra,s901553@students.politu.it,12/15/1995,KX78456728
901554,Clorinda,Piccio,Spello,s901554@students.politu.it,12/15/1996,IX50698589
901555,Bertoldo,Lombardo,Rotondi,s901555@students.politu.it,12/15/1996,DB15323962
901556,Adelia,Greece,Pramollo,s901556@students.politu.it,12/15/1997,UF37417516
901557,Gerardo,Onio,Cavaglietto,s901557@students.politu.it,12/15/1998,EX62798189
901558,Ciro,Pisani,Bagnara Di Romagna,s901558@students.politu.it,12/15/1999,QD3988581
901559,Rosanna,Mazzanti,Magre' Di Schio,s901559@students.politu.it,12/15/2000,HZ4772503
901560,Chiara,Manfrin,Piano D'Arta,s901560@students.politu.it,12/16/1991,YK85861310
901561,Dante,Genovese,Palombina,s901561@students.politu.it,12/16/1994,TX79498212
901562,Agatino,Giordano,Messina,s901562@students.politu.it,12/16/1994,FL80801208
901563,Alighiero,Lombardi,Genova,s901563@students.politu.it,12/16/1996,NF6749031
901564,Vinicio,Udinesi,Borgia,s901564@students.politu.it,12/16/1997,JF55642614
901565,Petronilla,Ferri,Roraipiccolo,s901565@students.politu.it,12/16/1999,OW47358620
901566,Nella,Trentini,Legnaro,s901566@students.politu.it,12/16/1999,VH38769746
901567,Fedra,Folliero,San Pietro Di Berbenno,s901567@students.politu.it,12/17/1991,RV53177213
901568,Francesco,Piazza,Ventimiglia,s901568@students.politu.it,12/17/1991,CO97329289
901569,Alida,Pugliesi,Reana Del Roiale,s901569@students.politu.it,12/17/1994,QI6402820
901570,Fabrizia,Angelo,Pilastri,s901570@students.politu.it,12/17/1996,WK57961498
901571,Artemisia,Sabbatini,Lauregno,s901571@students.politu.it,12/17/1996,BH2547964
901572,Fiorella,Greco,Bagnara Calabra,s901572@students.politu.it,12/17/1997,DZ38425633
901573,Bacco,Marcelo,Corleto Perticara,s901573@students.politu.it,12/17/1997,MW45498498
901574,Anita,Mazzi,Cornino,s901574@students.politu.it,12/17/1998,HT48297694
901575,Rufino,Longo,Marrubiu,s901575@students.politu.it,12/18/1992,GT45064690
901576,Gerardo,Trevisano,Montepaone,s901576@students.politu.it,12/18/1993,UX51530100
901577,Felice,Lo Duca,Capestrano,s901577@students.politu.it,12/18/1994,RV19164076
901578,Fausto,Milanesi,Spinea,s901578@students.politu.it,12/18/1994,GQ73838862
901579,Regolo,Lombardi,Ridanna,s901579@students.politu.it,12/18/1996,DM77945674
901580,Orestilla,Milani,Masi,s901580@students.politu.it,12/18/1996,IN65134044
901581,Blanda,Lorenzo,Monasterace Marina,s901581@students.politu.it,12/18/1996,MV19095563
901582,Angelo,Giordano,Abazia Di Sulmona,s901582@students.politu.it,12/18/1997,PF8710456
901583,Annibale,Bruno,Sant'Antonio In Bosco,s901583@students.politu.it,12/18/2000,GW15621286
901584,Carlo,Capon,Iolo,s901584@students.politu.it,12/19/1991,QU92663949
901585,Aurelia,Ricci,Baudenasca,s901585@students.politu.it,12/19/1992,DC48387088
901586,Crispina,Genovese,Palermo,s901586@students.politu.it,12/19/1993,MR67098248
901587,Editta,Trevisan,Opi,s901587@students.politu.it,12/19/1993,QT40009670
901588,Lucilla,Siciliani,Omignano,s901588@students.politu.it,12/19/1995,AR50734682
901589,Elia,Pinto,Colombella,s901589@students.politu.it,12/19/1995,JG1144239
901590,Anselma,Angelo,Castel D'Aiano,s901590@students.politu.it,12/19/1995,XP70551842
901591,Lavinia,Rizzo,Acerno,s901591@students.politu.it,12/19/1996,ZX51471817
901592,Piera,Fiorentini,Summaga,s901592@students.politu.it,12/19/1996,IA94375961
901593,Cristiano,Padovesi,Firenze,s901593@students.politu.it,12/19/1998,LE45536746
901594,Maria,Buccho,Roccasecca Stazione,s901594@students.politu.it,12/19/1999,BE92378693
901595,Santa,Longo,Valdivilla,s901595@students.politu.it,12/20/1991,LZ94536931
901596,Lara ,Giordano,Senorbi,s901596@students.politu.it,12/20/1993,LL99414546
901597,Filomena,Padovano,San Mauro Marchesato,s901597@students.politu.it,12/20/1993,ID32723977
901598,Barbara,Boni,San Dorligo Della Valle,s901598@students.politu.it,12/20/1993,HU57859924
901599,Michelino,Sal,Bompensiere,s901599@students.politu.it,12/20/1994,NR64493342
901600,Orlando,Palerma,Perugia,s901600@students.politu.it,12/20/1994,XA61516083
901601,Rodolfo,Boni,Porto Tolle,s901601@students.politu.it,12/20/1995,ME53399709
901602,Belinda,Greece,Rivarotta,s901602@students.politu.it,12/20/1995,IS30824577
901603,Gioacchino,Barese,Novilara,s901603@students.politu.it,12/20/1997,KM37806748
901604,Maddalena,Costa,Fiumata,s901604@students.politu.it,12/20/1997,QE56500836
901605,Flaviana,Onio,Formia,s901605@students.politu.it,12/20/1999,ME10589603
901606,Fabrizio,Sagese,Venagrande,s901606@students.politu.it,12/20/1999,RH3362576
901607,Carola,Angelo,Ruina,s901607@students.politu.it,12/20/2000,JK64992969
901608,Ivone,Angelo,Favazzina,s901608@students.politu.it,12/20/2000,SA26864947
901609,Sandra,Bruno,Meduna Di Livenza,s901609@students.politu.it,12/21/1991,MZ38987467
901610,Albano,Sagese,Marmorito,s901610@students.politu.it,12/21/1993,GV44783846
901611,Quinto,Gallo,San Marzano Oliveto,s901611@students.politu.it,12/21/1994,OX98135583
901612,Rosina,Fanucci,Chialamberto,s901612@students.politu.it,12/21/1995,CQ48516428
901613,Luca,Greece,Badi,s901613@students.politu.it,12/21/1996,VB16301474
901614,Luca,Siciliano,Domusnovas Canales,s901614@students.politu.it,12/21/1998,XD3304417
901615,Patrizio,Costa,San Leonardo Valcellina,s901615@students.politu.it,12/22/1991,XV45267268
901616,Algiso,Lettiere,Frattura Di Scanno,s901616@students.politu.it,12/22/1991,PU43729881
901617,Nicoletta,Sagese,Villa Guardia,s901617@students.politu.it,12/22/1991,YF22605638
901618,Gioacchina,Buccho,Oriola,s901618@students.politu.it,12/22/1991,NG0961561
901619,Silvestro,Marchesi,Ridnaun,s901619@students.politu.it,12/22/1994,GJ29478555
901620,Isotta,Calabrese,Montespluga,s901620@students.politu.it,12/22/1995,HA58419160
901621,Lisandro,Cocci,Casaluce,s901621@students.politu.it,12/22/1998,XQ40664990
901622,Camillo,Loggia,Arluno,s901622@students.politu.it,12/22/2000,MS74220903
901623,Callisto,Cremonesi,Villamagna,s901623@students.politu.it,12/23/1991,HE65443828
901624,Divo,Trevisan,Muriaglio,s901624@students.politu.it,12/23/1992,GH6095910
901625,Venera,Lucciano,Villa Latina,s901625@students.politu.it,12/23/1993,EL79645986
901626,Guglielma,Napolitano,Cerignale,s901626@students.politu.it,12/23/1993,BC65414308
901627,Gaetana,Lettiere,Claut,s901627@students.politu.it,12/23/1994,LG22260138
901628,Claudia,Esposito,San Romano,s901628@students.politu.it,12/23/1994,HH87717869
901629,Calimero,Bellucci,Verretto,s901629@students.politu.it,12/23/1994,YT31228489
901630,Annunziata,Lo Duca,Civiglio,s901630@students.politu.it,12/23/1994,KB48248375
901631,Publio,Mazzi,Padernello,s901631@students.politu.it,12/23/1997,LU85159652
901632,Rufina,Milanesi,Aringo,s901632@students.politu.it,12/23/1997,WH90401336
901633,Abelino,Mancini,Guazzora,s901633@students.politu.it,12/23/1998,NO38540354
901634,Gaspare,Romano,Palata Pepoli,s901634@students.politu.it,12/23/1999,WQ47977156
901635,Clio,Pagnotto,Marciana Marina,s901635@students.politu.it,12/23/2000,CQ15749420
901636,Annabella,Milanesi,Loreto Stazione,s901636@students.politu.it,12/23/2000,NC52248138
901637,Ivone,Cocci,Lomagna,s901637@students.politu.it,12/24/1991,KX64194269
901638,Alfonsino,Boni,Piana,s901638@students.politu.it,12/24/1992,OY49523831
901639,Felicita,Pisano,Pianezze San Lorenzo,s901639@students.politu.it,12/24/1994,MO41681195
901640,Matteo,Trevisano,Santa Maria Di Piave,s901640@students.politu.it,12/24/1995,PC48644283
901641,Giraldo,Sagese,Fascia,s901641@students.politu.it,12/24/1996,VK67748143
901642,Catone,Fallaci,Cervarese Santa Croce,s901642@students.politu.it,12/24/1998,BL54689598
901643,Teodata,Ricci,Aidomaggiore,s901643@students.politu.it,12/24/1998,BU11114706
901644,Delfino,Milanesi,Venturina,s901644@students.politu.it,12/24/1999,LR86343648
901645,Angelo,Romano,Besano,s901645@students.politu.it,12/25/1992,RD96548138
901646,Alfredo,Beneventi,Bagnoregio,s901646@students.politu.it,12/25/1992,QQ45757220
901647,Vinicio,Buccho,Sant'Angelo A Lecore,s901647@students.politu.it,12/25/1992,VJ4264833
901648,Cristiana,Boni,Cerchio,s901648@students.politu.it,12/25/1993,FE79576319
901649,Alberto,Toscano,Rocca Santo Stefano,s901649@students.politu.it,12/25/1993,ZF46912083
901650,Frediano,Genovese,Grondola,s901650@students.politu.it,12/25/1994,XV85438039
901651,Manfredo,Lombardi,San Giorgio Su Legnano,s901651@students.politu.it,12/25/1995,PL96924621
901652,Virginio,DeRose,Compiano D'Enza,s901652@students.politu.it,12/25/1995,SD12823208
901653,Guarino,Trevisano,Eraclea Mare,s901653@students.politu.it,12/25/1996,NG48290932
901654,Olinto,Pirozzi,Fiuggi Fonte,s901654@students.politu.it,12/25/1996,DZ64030739
901655,Ubalda ,Marcelo,Pocapaglia,s901655@students.politu.it,12/25/1997,JH62003806
901656,Cupido,Trevisani,Caramagna Piemonte,s901656@students.politu.it,12/25/1997,GB23890242
901657,Ausilia,Greco,Cervignano D'Adda,s901657@students.politu.it,12/25/2000,NB87312481
901658,Chiara,Monaldo,Enemonzo,s901658@students.politu.it,12/26/1992,ND56655298
901659,Silvestro,Lettiere,Quagliuzzo,s901659@students.politu.it,12/26/1994,OY51825019
901660,Scolastica,Calabrese,Baselice,s901660@students.politu.it,12/26/1996,BD20300163
901661,Dalia,Romano,Castelluccio Valmaggiore,s901661@students.politu.it,12/26/1996,JZ49390853
901662,Francesca,Sabbatini,Alberoni,s901662@students.politu.it,12/26/1997,PU68458745
901663,Bonacata,Pisani,Cosina,s901663@students.politu.it,12/26/1997,UV65236876
901664,Bruto,Genovesi,San Martino Dall'Argine,s901664@students.politu.it,12/26/2000,TF48923299
901665,Itala,Trevisano,Livo,s901665@students.politu.it,12/26/2000,XO92269788
901666,Pierina,Lucchese,Castiglioncello Bandini,s901666@students.politu.it,12/27/1991,XS16925026
901667,Flavia,Iadanza,Villa Elce,s901667@students.politu.it,12/27/1992,HF7024080
901668,Ausonia,Fallaci,Istrago,s901668@students.politu.it,12/27/1994,BU59671918
901669,Teodata,Fanucci,Rive D'Arcano,s901669@students.politu.it,12/27/1998,KZ95101093
901670,Catena,Mazzanti,Belmonte Mezzagno,s901670@students.politu.it,12/27/1999,LO38040054
901671,Gherardo,Lucciano,Rocchetta Nervina,s901671@students.politu.it,12/28/1992,GC51841493
901672,Sandro,Russo,Torino,s901672@students.politu.it,12/28/1993,VK28310255
901673,Mariano,Greco,Nidastore,s901673@students.politu.it,12/28/1994,CK99107532
901674,Athos,Moretti,Lemna,s901674@students.politu.it,12/28/1997,AY86319578
901675,Virgilia,Greco,Isoverde,s901675@students.politu.it,12/28/1999,PT2912786
901676,Alfonsino,Beneventi,Torre Bormida,s901676@students.politu.it,12/28/2000,CR49318749
901677,Costante,Mazzi,Fontanelle,s901677@students.politu.it,12/29/1991,ZY42633061
901678,Ernesta,Fiorentino,Sant'Ulderico Di Tretto,s901678@students.politu.it,12/29/1992,DL47344274
901679,Fabiola,Lorenzo,Surdo,s901679@students.politu.it,12/29/1993,IA71975824
901680,Gregorio,Piccio,Ronco Biellese,s901680@students.politu.it,12/29/1993,VD15696300
901681,Tarquinia,Romani,Roma,s901681@students.politu.it,12/29/1994,IU96288585
901682,Orestilla,Capon,Chiuppano,s901682@students.politu.it,12/29/1996,CI46990269
901683,Fiamma,Milani,Cortenedolo,s901683@students.politu.it,12/29/1997,QS67917700
901684,Antonella,Mazzi,Modugno,s901684@students.politu.it,12/29/2000,YF6129528
901685,Nora,Lo Duca,Arzana,s901685@students.politu.it,12/29/2000,UD69377605
901686,Chiara,Pugliesi,Roncanova,s901686@students.politu.it,12/30/1992,JD66944220
901687,Vinicio,Rizzo,Ripe Civitella Del Tronto,s901687@students.politu.it,12/30/1997,OG75424016
901688,Fantino,Calabresi,Barbara,s901688@students.politu.it,12/30/1998,ZU92217452
901689,Berenice,Pisani,Laerru,s901689@students.politu.it,12/30/2000,QE32763665
901690,Demetria,Capon,Colombaro Di Formigine,s901690@students.politu.it,12/31/1992,SZ94091504
901691,Angelica,Manfrin,Moraro,s901691@students.politu.it,12/31/1993,JR78430172
901692,Filiberta,Lombardi,Anghebeni Di Vallarsa,s901692@students.politu.it,12/31/1993,BM57920014
901693,Cesarina,Sabbatini,Collodi,s901693@students.politu.it,12/31/1993,KW23780426
901694,Delfino,Capon,Comparni,s901694@students.politu.it,12/31/1994,OS3785299
901695,Spartaco,Calabrese,Turritecava,s901695@students.politu.it,12/31/1995,AC34120593
901696,Remigio,Bianchi,Lone,s901696@students.politu.it,12/31/1996,SW96471209
901697,Luisella,Gallo,Negarine,s901697@students.politu.it,12/31/1996,HT67622869
901698,Nerea,Zetticci,San Frediano A Settimo,s901698@students.politu.it,12/31/1996,YA72443986
901699,Cristiana,Siciliani,Monterosso Al Mare,s901699@students.politu.it,12/31/1997,GH84098389
901700,Quintilia,Palermo,Ponte A Egola,s901700@students.politu.it,12/31/1999,VH98950663
901701,Geraldino,Lorenzo,Angolo Terme,s901701@students.politu.it,12/31/2000,ZX22477110
901702,Maia,Trentino,Oberin,s901702@students.politu.it,12/31/2000,HL46088387
901703,Vito,Pisani,Prepo,s901703@students.politu.it,2/13/1992,WN67766292
901704,Cora,Onio,Custoza,s901704@students.politu.it,2/13/1992,YF32541968
901705,Davide,Udinese,Santa Lucia Di Budoia,s901705@students.politu.it,2/13/1995,KW56390417
901706,Consuelo,Beneventi,Talamone,s901706@students.politu.it,2/13/1996,WI78785147
901707,Giusy,Loggia,Lovadina,s901707@students.politu.it,2/13/1997,TA20202710
901708,Marilena,Romani,Barbasso,s901708@students.politu.it,2/13/1999,JJ68833917
901709,Elvia,Onio,Vigonovo,s901709@students.politu.it,2/13/2000,OG74376924
901710,Clio,Endrizzi,Messina,s901710@students.politu.it,2/13/2001,UF54954002
901711,Sabina ,Folliero,Piediripa,s901711@students.politu.it,2/14/1993,NU75383796
901712,Imelda,Gallo,Rometta,s901712@students.politu.it,2/14/1994,UV69267534
901713,Aladino,Russo,Dogliola,s901713@students.politu.it,2/14/1995,KY78114411
901714,Gherardo,Greece,Pignataro Maggiore,s901714@students.politu.it,2/14/1998,ZE64631929
901715,Italo,Genovese,Olevano Di Lomellina,s901715@students.politu.it,2/14/2000,WW84064352
901716,Daniela,Trentini,Penzale,s901716@students.politu.it,2/15/1992,IX92227217
901717,Medoro,Dellucci,Venagrande,s901717@students.politu.it,2/15/1992,JJ0609331
901718,Patrizio,Palerma,Preci,s901718@students.politu.it,2/15/1992,PJ42786716
901719,Abela,Padovano,Borgo Macchia,s901719@students.politu.it,2/15/1995,IY34473236
901720,Adone,Udinesi,Giulianova Spiaggia,s901720@students.politu.it,2/15/1998,TB91058505
901721,Galileo,Pinto,Pozzo D'Adda,s901721@students.politu.it,2/15/1999,QQ35669493
901722,Quirico,Pisani,Ranzanico,s901722@students.politu.it,2/15/2000,OP72364417
901723,Flavia,Longo,Albosaggia,s901723@students.politu.it,2/15/2000,ES93893996
901724,Novella,Genovese,Benevello,s901724@students.politu.it,2/15/2001,RV28594524
901725,Tamara,Loggia,Challand Saint Victor,s901725@students.politu.it,2/16/1993,DK85351071
901726,Amalio,Li Fonti,Igea Marina,s901726@students.politu.it,2/16/1994,MG56347686
901727,Assunta,Napolitani,Civitavecchia,s901727@students.politu.it,2/16/1995,OF78491180
901728,Romeo,Ricci,Cetona,s901728@students.politu.it,2/16/1995,VC98533695
901729,Barbara,Li Fonti,Tiarno Di Sopra,s901729@students.politu.it,2/16/1996,JK42416270
901730,Irmina,Siciliano,Podresca,s901730@students.politu.it,2/16/1996,BP60850137
901731,Agostino,Sabbatini,Cassinelle,s901731@students.politu.it,2/16/2000,IJ23193120
901732,Simona,Trevisani,Frassinelle Polesine,s901732@students.politu.it,2/16/2000,FV42491716
901733,Quartilla ,Pinto,Quingentole,s901733@students.politu.it,2/16/2000,QG84694594
901734,Fantino,Napolitano,Bagnolo Mella,s901734@students.politu.it,2/17/1993,KQ91891554
901735,Azzurra,De Luca,Colledimacine,s901735@students.politu.it,2/17/1995,YY26025198
901736,Fioretta,Piccio,Paola,s901736@students.politu.it,2/17/1995,SU11964736
901737,Eugenio,Mazzanti,Strada,s901737@students.politu.it,2/17/1996,UC14292162
901738,Giosuè,Capon,Rotonda,s901738@students.politu.it,2/17/1996,JN67762689
901739,Tecla,Boni,Simala,s901739@students.politu.it,2/17/1997,DU41200347
901740,Bellino,Zito,San Giorgio,s901740@students.politu.it,2/17/1997,QC70537271
901741,Nicla,Trentini,Segusino,s901741@students.politu.it,2/17/2000,NT74258917
901742,Efisio,Pisani,Palmi,s901742@students.politu.it,2/17/2001,IC20876059
901743,Samuele,Giordano,Pozzengo,s901743@students.politu.it,2/18/1997,CS72516957
901744,Aleardo,Padovesi,Dragonea,s901744@students.politu.it,2/18/1997,EB26742083
901745,Albertino,Trevisan,Striano,s901745@students.politu.it,2/18/1997,OM29128206
901746,Romeo,Piccio,Taurisano,s901746@students.politu.it,2/19/1992,RR27929644
901747,Raul,Padovesi,Pieve Di Controne,s901747@students.politu.it,2/19/1998,YO64462638
901748,Vittoria,Pinto,San Simone,s901748@students.politu.it,2/19/2000,IX35261053
901749,Geronimo,Siciliano,Borore,s901749@students.politu.it,2/20/1996,JQ17321035
901750,Casimiro,Costa,Muraglia,s901750@students.politu.it,2/20/1997,ME66243160
901751,Dolcelino,DeRose,San Nicola Di Caulonia,s901751@students.politu.it,2/20/1998,MV16598605
901752,Annibale,Zito,Borgo Sassoferrato,s901752@students.politu.it,2/20/1998,YD0341813
901753,Donato,Dellucci,Selci Sabino,s901753@students.politu.it,2/20/2000,KL78177878
901754,Ariosto,Rossi,Recoaro Terme,s901754@students.politu.it,2/20/2001,CJ21831019
901755,Saverio,Toscani,Le Forna,s901755@students.politu.it,2/20/2001,SE37746099
901756,Marta,Costa,Palata Pepoli,s901756@students.politu.it,2/20/2001,CF17985738
901757,Natalino,Panicucci,Motticella,s901757@students.politu.it,2/21/1992,CD48081213
901758,Berta,Mancini,Cinisello Balsamo,s901758@students.politu.it,2/21/1992,RN37975801
901759,Azeglio,Schiavone,Campo Di Trens,s901759@students.politu.it,2/21/1992,IW38709681
901760,Raniero,Napolitani,Le Badie,s901760@students.politu.it,2/21/1992,QD91416902
901761,Cornelio,Ricci,Stilo,s901761@students.politu.it,2/21/1992,TY21631557
901762,Benito,Lori,Roma,s901762@students.politu.it,2/21/1994,OC50721312
901763,Clio,Pinto,Tiarno Di Sopra,s901763@students.politu.it,2/21/1995,CL46294400
901764,Innocenzo,Lombardo,Cafaggio,s901764@students.politu.it,2/21/1997,DG97490999
901765,Lionello,Genovese,Prunella,s901765@students.politu.it,2/21/1998,DP41719805
901766,Ortensio,Longo,Rifiano,s901766@students.politu.it,2/21/1998,JR40556052
901767,Demetrio,Li Fonti,Vestea,s901767@students.politu.it,2/21/1998,QV1984441
901768,Delmina,Padovano,Zignago,s901768@students.politu.it,2/21/1999,SY30754455
901769,Armida,Pagnotto,Gignod,s901769@students.politu.it,2/21/2000,BK33781698
901770,Corrado,Lucchesi,Tufo Di Carsoli,s901770@students.politu.it,2/21/2001,UY55378213
901771,Valter,Napolitani,Verduno,s901771@students.politu.it,2/22/1992,JT1419259
901772,Nicola,Bianchi,Castelcavallino,s901772@students.politu.it,2/22/1995,BN58550722
901773,Pantaleone,Iadanza,Marina Di Massa,s901773@students.politu.it,2/22/1999,BQ5537389
901774,Quintilia,Manfrin,Collescipoli,s901774@students.politu.it,2/22/1999,DE72668599
901775,Tolomeo,Mancini,Nulvi,s901775@students.politu.it,2/22/2000,RS39933036
901776,Maurilio,Calabresi,Tiggiano,s901776@students.politu.it,2/22/2001,DQ59446757
901777,Mafalda,Zetticci,Scandolara Ravara,s901777@students.politu.it,2/23/1994,VU19128702
901778,Violanda,Genovesi,Lunamatrona,s901778@students.politu.it,2/23/1996,ZX83477079
901779,Dina,Russo,Borgo Sabotino,s901779@students.politu.it,2/23/1996,DO47418439
901780,Clemente,Fallaci,Rivalta Scrivia,s901780@students.politu.it,2/23/1996,KN90903607
901781,Baldo,Sagese,Oris,s901781@students.politu.it,2/23/1996,XV17969036
901782,Gerardina,Pisani,Casarza Ligure,s901782@students.politu.it,2/23/1997,EI76104164
901783,Salvatore,Bergamaschi,Vistarino,s901783@students.politu.it,2/23/1999,KK41199559
901784,Ester,Giordano,Lioni,s901784@students.politu.it,2/23/2001,MO67475266
